Date;Company;Stock;Assets to Market Cap;BV Equity to Market Cap;Debt to Equity;Net Income;Oil;Gas;Market;EURUSD;GBPUSD;CNYUSD;JPYUSD;RUBUSD;INRUSD;BRLUSD
31.12.2015;2;0,127158987;0,114044291;-1,912428047;5,335575578;-4,516391212;-0,196662083;-0,076976889;0,064731662;-0,028587636;-0,026253852;-0,021329345;-0,003121626;-0,109803187;-0,00994902;-0,003163308
30.09.2015;2;-0,386387448;0,630622189;0,887699196;4,294733854;-3,535465428;-0,276811491;-0,115138231;-0,080790794;0,002687692;-0,03787742;-0,023619188;0,021691247;-0,167054085;-0,0302848;-0,240597914
30.06.2015;2;-0,045786227;0,483071516;0,919483231;3,998151159;-3,500837111;0,222639222;0,070204259;-0,010499173;0,038033654;0,058582094;-0,001302851;-0,01953116;0,050507188;-0,020523226;0,029608462
31.03.2015;2;-0,038053372;0,760550481;1,995835004;3,959621984;-2,903341238;-0,11254056;-0,090131504;-0,002487702;-0,119903401;-0,049952809;0,000992494;-0,003717254;-0,002906134;0,014751845;-0,187476618
31.12.2014;2;-0,404027982;0,863435554;2,815917038;3,688009075;-3,005966978;-0,537242883;-0,355185431;0,044679991;-0,04311396;-0,040017922;-0,010925023;-0,087609642;-0,382570066;-0,021149581;-0,080674529
30.09.2014;2;-0,069440199;0,544791555;1,50981567;3,499865553;-0,812420488;-0,144861761;-0,079277104;0,012542727;-0,080657611;-0,05361589;0,010676807;-0,078928727;-0,152452598;-0,030728504;-0,099524448
30.06.2014;2;0,193113028;0,46379092;1,381385884;3,322457159;0,342906094;0,0366313;0,02038114;0,021759945;-0,005607968;0,026298602;0,002049627;0,018613751;0,03106912;-0,002698248;0,025783291
31.03.2014;2;-0,035411362;0,636054269;2,286860364;3,314116911;0,173542143;0,03160263;0,032789823;-0,00738466;0,001890085;0,006321704;-0,02632296;0,019808821;-0,063508011;0,032560308;0,039847755
31.12.2013;2;0,009352418;0,594527658;2,052680849;3,31335657;0,134506585;-0,03895885;0,172441448;0,091107965;0,015841915;0,022662302;0,010593061;-0,069449052;-0,016642577;0,01100997;-0,062749519
30.09.2013;2;0,015506022;0,560561536;1,642918495;3,500291303;0,217614546;0,058038308;-0,001403509;0,014322416;0,038969396;0,061996346;0,00281932;0,009276687;0,014341836;-0,04685828;0,005118516
28.06.2013;2;0,082909751;0,663080104;1,860948437;3,664643112;0,67659715;-0,006914729;-0,121112379;0,021774716;0,014789847;0,000986485;0,011854186;-0,051025561;-0,054930794;-0,091314252;-0,09830759
28.03.2013;2;-0,017217437;0,714784465;2,139996097;3,663887234;0,476382516;0,057249167;0,183017624;0,106542374;-0,028757941;-0,067236714;0,003359466;-0,08277845;-0,016946947;0,006613311;0,014051753
31.12.2012;2;-0,096698908;0,680864707;1,94473755;3,673814038;0,445531834;-0,004021526;0,009294026;-0,02542356;0,025564667;0,005428426;0,008636929;-0,106833844;0,020371075;-0,036346101;-0,011419374
28.09.2012;2;-0,0162885;0,552865148;1,385473783;3,634383669;0,13828422;0,081671107;0,161810463;0,041599062;0,015121532;0,028865655;0,010997456;0,02366041;0,037488507;0,046321109;-0,007876442
29.06.2012;2;-0,133474502;0,509305955;1,306634159;3,507894004;0,249094835;-0,192742587;0,28391204;-0,025875827;-0,051991716;-0,018982124;-0,009613634;0,037568448;-0,099451216;-0,083483515;-0,096388584
30.03.2012;2;0,103327096;0,321044474;0,690341613;3,276956036;0,526750978;0,041521942;-0,340696603;0,077314274;0,029047054;0,029478221;0,000944614;-0,074468956;0,093319197;0,041879771;0,020486091
30.12.2011;2;0,121211294;0,40279698;1,011053911;3,214417903;0,773556438;0,221424904;-0,204162266;0,112044702;-0,032339238;-0,00263437;0,013063792;0,001385468;0,002577321;-0,081831157;0,008426227
30.09.2011;2;-0,430327927;0,432369935;1,374000276;3,250793009;0,65582016;-0,186311901;-0,176576773;-0,129552697;-0,080002484;-0,029651001;0,012525455;0,044896499;-0,145914087;-0,092694355;-0,184731838
30.06.2011;2;-0,059236379;-0,017732868;-0,346882374;3,382510532;0,817628842;-0,111920382;-0,003423488;0,007520214;0,024006736;0,001558555;0,012946217;0,03142391;0,018003299;-0,000758269;0,043287122
31.03.2011;2;0,093532049;-0,112172274;-0,653501152;3,477649034;0,738928121;0,155181946;-0,003638849;0,061907619;0,056219872;0,026297343;0,008020554;-0,024147034;0,07238453;0,002812941;0,016790518
31.12.2010;2;0,198538905;-0,048709395;-0,489502744;3,508442121;0,458753555;0,133375072;0,12896909;0,070475383;-0,018506709;-0,006639452;0,01342302;0,02881332;0,002138385;0,004975469;0,016064603
30.09.2010;2;0,149439346;0,035899042;-0,080872529;3,390867545;0,514788468;0,055798534;-0,17575736;0,097771195;0,108020808;0,050302506;0,013605652;0,057143675;0,021951724;0,033213807;0,067692387
30.06.2010;2;-0,186982649;0,067735672;-0,053058809;3,34487744;0,566556543;-0,102102537;0,176532453;-0,106298108;-0,098884287;-0,015865446;0,006599786;0,055266698;-0,060054428;-0,035547739;-0,015226447
31.03.2010;2;-0,016319315;-0,157631354;-0,71521689;3,408497339;0,468815285;0,053961104;-0,36475798;0,038696662;-0,05829684;-0,062915432;0,000136537;-0,004941044;0,020220731;0,0371284;-0,019889769
31.12.2009;2;0,116439071;-0,208217378;-0,891946345;3,469404166;0,393782017;0,116822685;0,140632745;0,069358227;-0,022030517;0,011694585;-0,000204799;-0,036254712;-0,000600601;0,0333033;0,013863519
30.09.2009;2;0,241191756;-0,125659833;-0,676762745;3,493037913;0,303251004;0,0102492;0,232951876;0,138029715;0,04234581;-0,029348592;0,000682827;0,071847679;0,037001622;-0,00412827;0,099897466
30.06.2009;2;0,11845894;0,086086864;-0,073228936;3,502757686;0,304953458;0,341722797;0,015504187;0,103960105;0,057414146;0,138945044;0,00040992;0,026660434;0,08616212;0,057324683;0,174037279
31.03.2009;2;-0,150913383;0,202077429;0,271966385;3,506247849;-1,081224374;0,107465921;-0,398022224;-0,143873918;-0,0529862;-0,018675325;-0,001433986;-0,086871159;-0,143960689;-0,041146617;-0,004174403
31.12.2008;2;-0,33587786;0,156994632;0,149217365;3,394910997;-1,829619749;-0,813815934;-0,279914523;-0,214040746;-0,008623508;-0,198937355;0,003691555;0,156542917;-0,136650604;-0,035769329;-0,19474122
30.09.2008;2;-0,287394344;-0,056191759;-0,47461176;3,073928662;0,774705469;-0,33009263;-0,585139083;-0,047052717;-0,111550515;-0,112395526;0,000753657;0,000955465;-0,089722071;-0,086094948;-0,171790105
30.06.2008;2;0,140172098;-0,377319962;-1,391154527;3,198644546;0,934879694;0,320795757;0,27910665;-0,078169004;-0,002092383;0,004325962;0,022807824;-0,063376136;0,002112429;-0,071833416;0,092714898
31.03.2008;2;0,116438963;-0,301408342;-1,17141352;3,248170515;0,668105657;0,056706829;0,300000648;-0,087637789;0,078982338;-0,000655126;0,040789856;0,114250254;0,047393114;-0,01765313;0,008483614
31.12.2007;2;0,177386757;-0,223413712;-1,017896969;3,313651316;0,700221847;0,161575551;0,085469675;-0,063818984;0,022318642;-0,030902938;0,027321879;0,026958253;0,008660205;0,008946657;0,032103749
28.09.2007;2;0,098769409;-0,080145097;-0,715100527;3,500351679;0,411122619;0,144401638;0,014219986;0,022466618;0,052227058;0,019034105;0,014517116;0,070264797;0,035668382;0,023496414;0,051138961
29.06.2007;2;0,143261133;-0,005795095;-0,559661574;3,565442654;0,42383436;0,070479545;-0,132164742;0,049469556;0,013906155;0,020571579;0,014421852;-0,044328587;0,009054518;0,06674472;0,065155996
30.03.2007;2;0,061093261;0,106870776;-0,289991016;3,61849186;0,335318715;0,075989902;0,204717972;-0,046778063;0,011826434;0,004584127;0,011032666;0,01042293;0,01307892;0,016808594;0,03797792
29.12.2006;2;0,051048011;0,099890899;-0,162904257;3,366385071;0,352879679;-0,030011933;0,114059227;0,016907939;0,04043688;0,045271245;0,011629865;-0,007472901;0,017530329;0,037103902;0,016821617
29.09.2006;2;-0,076873133;0,117980661;-0,126543352;3,362986558;0,432350407;-0,161413566;-0,08261263;-0,003990878;-0,009189148;0,012794498;0,011286981;-0,032210214;0,001877431;0,002713581;-0,004773279
30.06.2006;2;0,040974631;-0,025205062;-0,530761456;3,380508161;0,480553654;0,103963773;-0,166524657;-0,046435167;0,054049848;0,061991676;0,002962016;0,028788988;0,03108211;-0,03164075;0,000432994
31.03.2006;2;-0,044922871;-0,078879012;-0,562423234;3,037234037;0,441074854;0,08762554;-0,442674482;-0,012863524;0,022448475;0,008207664;0,006676613;-0,000353253;0,038102535;0,009279457;0,076709882
30.12.2005;2;-0,09329148;-0,160187666;-0,834494331;3,03479432;0,521224298;-0,081755123;-0,215255058;-0,035828883;-0,014827497;-0,023687054;0,002747921;-0,036754397;-0,007737537;-0,022973141;-0,047263676
30.09.2005;2;0,152202742;-0,327434626;-1,20576351;3,11655956;0,457491195;0,159043872;0,690206318;-0,017884038;-0,006795419;-0,015299247;0,022838958;-0,022775428;0,002858778;-0,011074019;0,044928318
30.06.2005;2;0,053577145;-0,229887937;-1,000822703;3,294142839;0,395182261;0,019661044;-0,091905555;-0,062812448;-0,068309894;-0,053788087;-0,000413924;-0,03466665;-0,026555233;5,15E-03;0,141863519
31.03.2005;2;0,19127875;-0,211942717;-1,01969337;3,379527612;0,377838511;0,242968742;0,218808261;-0,061668459;-0,044505421;-0,014545902;0,00E+00;-0,043095204;-0,005282926;-0,006280825;-0,013086046
31.12.2004;2;0,009137926;-0,065961508;-0,686583119;3,451532384;0,345064382;-0,133186109;-0,099897581;0,036181699;0,086086215;0,056956039;0,00E+00;0,06980689;0,052373949;5,58E-02;0,075190256
30.09.2004;2;0,140310886;-0,112230634;-0,819792752;3,573785612;0,295984724;0,292528609;0,098922288;-0,062351491;0,01915954;-0,00462505;0,00E+00;-0,011706277;-0,005246296;4,60E-05;0,07512063
30.06.2004;2;0,008763894;-0,069063407;-0,601603735;3,405683969;0,266425363;0,035438401;0,036734772;-0,014688666;-0,009463278;-0,014073215;8,28E-05;-0,042274061;-0,020144566;-0,055880458;-0,063034152
31.03.2004;2;0,062610029;-0,093591937;-0,716557831;3,462430446;0,243003399;0,094974666;-0,042243535;-0,026296823;-0,02240068;0,033262978;-8,28E-05;0,027911739;0,025975486;0,049007579;-0,001735609
31.12.2003;2;0,156661021;-0,058061224;-0,68143334;3,572898856;0,189668865;0,107686575;0,247927055;0,10698795;0,077393052;0,071965142;8,28E-05;0,039250734;0,047913356;0,002285715;0,003474236
30.09.2003;2;0,063712019;0,086276386;-0,358087866;3,687005199;0,199331424;-0,033342034;-0,113587451;0,022293588;0,012516888;0,004342064;8,28E-05;0,071640697;-0,009160369;0,034927881;-0,020666637
30.06.2003;2;0,052377902;0,122305046;-0,073809618;3,587718442;0,178818869;-0,027765952;0,067067435;0,107928182;0,05325198;0,044427038;-8,28E-05;-0,014036153;0,030866648;0,00237248;0,165866773
31.03.2003;2;0,128846194;0,085903166;-0,033398754;3,438579868;0,238346835;-0,0051414;0,055044862;-0,052231333;0,039524928;-0,01710193;0;0,005923486;0,018987912;0,007151401;0,054085852
