"";"Date";"Company";"Stock";"Assets.to.Market.Cap";"BV.Equity.to.Market.Cap";"Debt.to.Equity";"Net.Income";"Oil";"Gas";"Market";"EURUSD"
"78";1996-09-30;1;-0,0417288247969502;0,0557096112481661;0,0540178448523662;-0,0448752275891613;-0,00636942675159236;0,165391969407266;-0,23943661971831;0,0402396624353184;-0,00039035053478019
"77";1996-12-31;1;0,177177177177177;-0,132072264966824;-0,076304494371658;-0,0753144030224094;0,599358974358974;0,063166529942576;0,245257452574526;0,0962401566771391;-0,00687285223367691
"76";1997-03-31;1;0,0994897959183673;-0,0888583420076081;-0,125755988976101;0,0509363121195867;-0,128256513026052;-0,212577160493827;-0,301414581066377;0,0209684473020629;-0,0835168291915697
"75";1997-06-30;1;0,136890951276102;-0,123909893478679;-0,11426863621648;-0,019110089381607;-0,096551724137931;-0,0298873101420872;0,110591900311526;0,165462894188019;-0,0342371717865111
"74";1997-09-30;1;0,0459200000000001;-0,0185386699629444;-0,0508491849821985;0,0360510361053299;-0,0737913486005089;0,0696969696969696;0,440860215053763;0,0355098992674112;-0,0132385606397156
"73";1997-12-31;1;-0,0448779787270576;0,0393639918423279;0,115655965211873;-0,0558369870910266;0,373626373626374;-0,1671388101983;-0,265412070084361;-0,00465812907082851;-0,0177381595533946
"72";1998-03-31;1;0,105207591080546;-0,10192706783316;-0,13654125280215;0,0393567127038602;-0,272;-0,115079365079365;0,113957597173145;0,1127381060767;-0,0293335777798149
"71";1998-06-30;1;0,055452865064695;-0,0666731906969097;-0,0577139295458005;-0,0265630075964239;-0,10989010989011;-0,0916079436258808;-0,02101506740682;0,0172969840223643;0,0247426574747379
"70";1998-09-30;1;-0,010507880910683;0,03546983353619;0,0259230654608395;-0,00502875533733803;-0,135802469135802;0,138222849083216;-0,0145808019441069;-0,123926358437937;0,0787945811445951
"69";1998-12-31;1;0,0353982300884956;-0,00644078810489158;0,0173335576310668;0,189154666838202;1,31;-0,253407682775713;-0,200575421290588;0,170709533293721;0,0025627883136852
"68";1999-03-31;1;-0,0350413675213675;-0,0388258427772047;-0,0345732588297038;-0,245237819249643;-0,541125541125541;0,390871369294606;0,0349614395886889;0,0658644677354181;-0,0829925017041581
"67";1999-06-30;1;0,0930011082358076;-0,0800882258980218;-0,0888504250277461;0,107668680249821;0,316711590296496;0,150954653937947;0,189269746646796;0,121053610404898;-0,0381899275227654
"66";1999-09-30;1;-0,0145867098865478;0,0500330208683436;0,038707368076537;-0,0252481836836559;0,119754350051177;0,270606531881804;0,146198830409357;-0,0577760438837242;0,032170804753164
"65";1999-12-31;1;0,0600342105263158;0,00849269871348599;0,00912966505766806;0,339511353237652;0,912705667276051;0,0444716442268462;-0,151239067055394;0,112234157818159;-0,0582178959191314
"64";2000-03-31;1;-0,0318088045817787;0,0224699918902265;-0,00752968607561739;-0,157400492009274;-0,168458781362007;0,0507812499999999;0,264491197939029;-0,0500290507535801;-0,0503875968992248
"63";2000-06-30;1;0,00641025641025641;0,0162847410977385;0,028679268892169;-0,0820846303461081;0,301724137931034;0,20817843866171;0,519864176570458;-0,0434016698513908;-0,00313971742543171
"62";2000-09-29;1;0,135103184713376;-0,107194261332663;-0,101534916657696;-0,0431199000489687;-0,00883002207505519;-0,0510769230769231;0,158623771224307;0,019431656122283;-0,0731758530183727
"61";2000-12-29;1;-0,0243306817977769;0,0333789273084993;0,116894249312687;-0,131133271157663;0,162583518930958;-0,130998702983139;0,884882375626687;0,0127622778126209;0,0678522881739918
"60";2001-03-30;1;-0,068297261484099;0,0764207768363509;0,0474017513993875;-0,0175981328474625;-0,0421455938697318;-0,0190298507462687;-0,485933503836317;-0,0841830562212323;-0,0700116686114352
"59";2001-06-29;1;0,078395061728395;-0,0709727346176026;-0,0497598531343678;-0,141637249957976;-0,108;-0,00152149106123998;-0,383880597014925;0,0631272282609795;-0,0315957568153303
"58";2001-09-28;1;-0,0978820835718374;0,109535447433126;0,120622737646718;-0,0155948091284141;-0,286995515695067;-0,107428571428571;-0,275193798449612;-0,157567794028032;0,0734982332155477
"57";2001-12-31;1;-0,00253807106598988;-0,0227445794135867;0,0390919416165911;-0,0573264457603628;-0,157232704402516;-0,15322236448997;0,145276292335116;0,132685169696504;-0,0240289664252798
"56";2002-03-28;1;0,115267175572519;-0,109084425415919;-0,144724161535428;0,0219122384951955;-0,220149253731343;0,326108870967742;0,277431906614786;0,0381619518036223;-0,0200112422709386
"55";2002-06-28;1;-0,0663928815879534;0,121967273025105;0,115945949009997;0,0363247127821412;0,263157894736842;0,0209045990117826;-0,0115747791653974;-0,111561581477786;0,137432602959734
"54";2002-09-30;1;-0,220430107526882;0,298880256940984;0,280757108485939;-0,0321554300896712;0;0,133655994043187;0,275192604006163;-0,178652336946056;-0,0049420070600101
"53";2002-12-31;1;0,0952978056426332;-0,0636019616356696;-0,0502144063599113;-0,046551688639686;0,549242424242424;0,0246305418719212;0,157322377960367;0,098749593318168;0,0634502331238596
"52";2003-03-31;1;0,000286204922724817;0,0675148376461956;0,031573906139686;-0,0357672429926724;0,721271393643032;-0,00512820512820513;0,0565880141992065;-0,0418982860663922;0,0403164315669081
"51";2003-06-30;1;0,0274678111587981;-0,00704089202358369;0,0140638905787407;-0,0835566637055174;-0,407670454545455;-0,0273840206185566;0,0693675889328063;0,124286016368603;0,0546953733394412
"50";2003-09-30;1;0,0192147034252299;-0,00120006270723053;0,00167786950071773;-0,0645873383076473;-0,124700239808153;-0,0327923153362041;-0,107373868046572;0,0322321444470164;0,0125955524669909
"49";2003-12-31;1;0,120218579234973;-0,0625248993462582;0,000483905860598353;-0,109086950842513;0,821917808219178;0,113698630136986;0,281366459627329;0,127099986415182;0,0804666723856911
"48";2004-03-31;1;0,0143902439024391;0,0236803873608632;-0,0271206010047962;0,062829886225906;-0,181954887218045;0,0996309963099629;-0,0413637098077234;-0,00920420282535158;-0,0221516474791584
"47";2004-06-30;1;0,0678047607597979;-0,0544155945745681;-0,0394885727760475;-0,033493967039435;0,0643382352941176;0,0360738255033557;0,037417832462498;0,00750938915010078;-0,00941864241636899
"46";2004-09-30;1;0,0882684080162126;-0,0403958678408037;-0,0544954709166085;0,00784059984394921;-0,0189982728842832;0,339811066126856;0,103980503655565;-0,0340386834146584;0,019344262295082
"45";2004-12-31;1;0,0606248706807366;-0,0100902567768021;0,0524599824165794;-0,259313808795483;0,482394366197183;-0,124697824335213;-0,0950699043414275;0,0697144024912031;0,0899002894821485
"44";2005-03-31;1;0,162699960983223;-0,108610607596863;-0,151612679148665;0,0231988986896447;-0,0665083135391924;0,275028768699655;0,24459261668564;-0,0258972216477588;-0,0435295853622546
"43";2005-06-30;1;-0,0357382550335571;0,0499650013975556;0,056097780237614;0,0821706198923659;-0,0279898218829517;0,0198555956678701;-0,0878087024696197;-0,0217817238779257;-0,0660290033940141
"42";2005-09-30;1;0,10562032364712;-0,0476055833398084;-0,0546412836182057;-0,0976539116820924;0,298429319371728;0,172389380530973;0,994126915914625;0,028586944779401;-0,0067723818962671
"41";2005-12-30;1;-0,115989927604658;0,140112649927348;0,22027830594588;-0,111296804235504;0,0796370967741935;-0,0785024154589371;-0,193664248258027;0,0140793096596553;-0,0147181107600198
"40";2006-03-31;1;0,0834965283959408;-0,0299690278576849;-0,0827513245461707;0,0203844331835604;-0,215686274509804;0,0915792922673656;-0,357683741648107;0,0365588989969675;0,022702337750021
"39";2006-06-30;1;0,00805126519881699;0,0329398888308953;0,039165588350009;0,0156019189375501;0,233333333333333;0,109560258141978;-0,153398058252427;0,00368159347286779;0,055537217362601
"38";2006-09-29;1;0,093724531377343;-0,0555918747473057;-0,0613031886953014;0,0204598974927275;0,0125482625482625;-0,14905992154741;-0,0792922673656619;0,0474295574437097;-0,00914705652411838
"37";2006-12-29;1;0,142026825633383;-0,128251922139071;-0,100555315559574;-0,0368957606526667;-0,0228789323164919;-0,0295660467334287;0,120818505338078;0,0671354825341401;0,041265583083478
"36";2007-03-30;1;-0,0153986689286179;0,053153246815183;0,00188484866423566;0,0825099719516836;-0,0946341463414634;0,0789516789516791;0,227178917288458;-0,00872973525954508;0,0118966431764794
"35";2007-06-29;1;0,111729622266401;-0,0658677295855963;-0,0684559614875746;-0,0163405075322578;0,105603448275862;0,0730226203127372;-0,123803363518758;0,0853359343065398;0,0140032948929161
"34";2007-09-28;1;0,103481163567001;-0,0463785962512657;-0,0621939580749136;0,00344152062265047;-0,0828460038986355;0,1553480475382;0,014321570943452;0,0363206653630275;0,0536149471974005
"33";2007-12-31;1;0,0122082973206568;0,0257780887314094;0,0657224559151267;0,00113444491346565;0,239107332624867;0,175361253979917;0,0892285298398835;-0,0453962864584045;0,0225695661316324
"32";2008-03-31;1;-0,0972355640943537;0,203609878984063;0,10245808314462;0,0706775239149339;-0,0660377358490566;0,0583454886434673;0,349859681945744;-0,0755328756816904;0,0821852080334498
"31";2008-06-30;1;0,0419720974225585;0,00851050638439961;-0,0104630685370197;-0,0499027788033178;0,0725436179981635;0,378224059854302;0,321948321948322;-0,0744424846019168;-0,00209019508487464
