Date;Company;Stock;Assets to Market Cap;BV Equity to Market Cap;Debt to Equity;Net Income;Oil;Gas;Market;EURUSD;GBPUSD;CNYUSD;JPYUSD;RUBUSD;INRUSD;BRLUSD;T-Bill3M
30.06.2000;1;39,25;0,536116666;0,244755113;21,8507;4530;32,5;4,476;10447,9;0,9525;1,5141;0,12079;0,009436;0,03562;0,02238;0,5556;0,05895
31.03.2000;1;39;0,527526041;0,237931414;23,8047;3480;26,9;2,945;10921,93;0,9555;1,5911;0,12079;0,009728;0,03489;0,02293;0,576;0,06209
31.12.1999;1;40,2813;0,51593303;0,239736555;28,2515;4185;25,6;2,329;11497,12;1,0062;1,6182;0,12078;0,009755;0,03629;0,02296;0,5559;0,05854
30.09.1999;1;38;0,511588265;0,237567642;21,0909;2188;24,51;2,744;10336,96;1,0684;1,6473;0,1208;0,009405;0,03962;0,02292;0,5161;0,05871
30.06.1999;1;38,5625;0,487211597;0,228714698;21,6372;1954;19,29;2,394;10970,81;1,0351;1,5778;0,12079;0,008258;0,04122;0,02305;0,549;0,05328
31.03.1999;1;35,2813;0,529628613;0,25101773;19,534;1484;16,76;2,013;9786,16;1,0762;1,6112;0,12077;0,008413;0,0402;0,02356;0,5822;0,04851
31.12.1998;1;36,5625;0,551022527;0,26000702;25,881;3234;12,05;1,945;9181,43;1,1736;1,66;0,12078;0,008779;0,04849;0,02353;0,8276;0,04779
30.09.1998;1;35,3125;0,554594553;0,255576962;21,7642;1400;16,14;2,433;7842,62;1,1706;1,6989;0,1208;0,007328;0,06285;0,02355;0,8435;0,04475
30.06.1998;1;35,6875;0,535597016;0,249119033;21,8742;1620;14,18;2,469;8952,01;1,0851;1,6679;0,12077;0,007206;0,16134;0,02357;0,8647;0,04452
31.03.1998;1;33,8125;0,573857957;0,264377285;22,4711;1820;15,61;2,522;8799,8;1,0589;1,6725;0,12078;0,007515;0,16377;0,02532;0,8795;0,04361
31.12.1997;1;30,5938;0,638988145;0,306184037;21,6202;2500;17,64;2,264;7908,24;1,0909;1,6452;0,12078;0,007658;0,16784;0,02551;0,8961;0,05078
30.09.1997;1;32,0313;0,614787649;0,27444306;22,8988;1820;21,18;3,082;7945,25;1,1106;1,6156;0,1207;0,008298;0,17061;0,02766;0,9124;0,0512
30.06.1997;1;30,625;0,626400277;0,289145893;22,102;1965;19,8;2,139;7672,79;1,1255;1,6656;0,12061;0,008728;0,17295;0,02793;0,9289;0,05347
31.03.1997;1;26,9375;0,714995264;0,326448746;22,5326;2175;20,41;1,926;6583,47;1,1654;1,6374;0,12054;0,008078;0,17464;0,02787;0,9439;0,051
31.12.1996;1;24,5;0,78472459;0,3734069;21,4405;2495;25,92;2,757;6448,26;1,2716;1,714;0,1205;0,008643;0,18018;0,02789;0,9629;0,05167
30.09.1996;1;20,8125;0,904135861;0,404253239;23,1868;1560;24,38;2,214;5882,16;1,2804;1,5653;0,12045;0,008977;0,18532;0,02795;0,9794;0,05322
28.06.1996;1;21,7188;0,85642477;0,383535479;24,2762;1570;20,92;2,911;5654,62;1,2809;1,5527;0,12016;0,009114;0,19588;0,02849;0,9961;0,05171
31.12.2015;2;44,47;1,120801766;0,251499303;207,5922;-7213;37,04;2,337;17425,03;1,0862;1,4736;0,154;0,008316;0,0137;0,015102;0,2525;0,05032
30.09.2015;2;39,16;1,878779171;0,808742422;73,3127;-5655;45,09;2,524;16284,7;1,1177;1,5128;0,15732;0,008342;0,01529;0,015253;0,2533;0,05157
30.06.2015;2;57,63;1,621045832;0,815067647;54,4973;-5600;59,47;2,832;17619,51;1,1147;1,5712;0,16108;0,008163;0,01807;0,015722;0,3222;0,00295
31.03.2015;2;60,33;2,139453624;1,029268491;52,4375;-4651;47,6;2,64;17776,12;1,0731;1,4818;0,16129;0,008324;0,01718;0,016048;0,3128;0,00201
31.12.2014;2;62,67;2,371293422;1,192470028;39,9652;-4814;53,27;2,889;17823,07;1,2098;1,5577;0,16113;0,008355;0,01723;0,015813;0,3773;0,00165
30.09.2014;2;93,87;1,724248934;0,932547554;33,111;-1330;91,16;4,121;17042,9;1,2631;1,6213;0,1629;0,00912;0,02526;0,016151;0,409;-0,00015
30.06.2014;2;100,62;1,590090479;0,90698921;27,7284;505;105,37;4,461;16826,6;1,3692;1,7106;0,16117;0,009869;0,02942;0,016655;0,4518;0,00008
31.03.2014;2;82,95;1,88901262;1,087184387;27,4981;236;101,58;4,371;16457,66;1,3769;1,6662;0,16084;0,009687;0,02852;0,0167;0,4403;0,00023
31.12.2013;2;85,94;1,812174777;1,040581175;27,4772;174;98,42;4,23;16576,66;1,3743;1,6557;0,16513;0,009497;0,03039;0,016165;0,4231;0,00041
30.09.2013;2;85,14;1,751655842;0,959035862;33,1251;306;102,33;3,56;15129,67;1,3527;1,6186;0,16339;0,01018;0,0309;0,015988;0,4505;0,00018
28.06.2013;2;83,83;1,940760883;1,002425207;39,0422;1035;96,56;3,565;14909,6;1,301;1,5213;0,16293;0,010086;0,03046;0,016755;0,4482;0,00023
28.03.2013;2;77,16;2,043746136;1,057957465;39,0127;717;97,23;4,024;14578,54;1,2819;1,5198;0,16101;0,010614;0,03218;0,018357;0,4945;0,00033
31.12.2012;2;78,5;1,975585296;1,019099773;39,4019;668;91,82;3,351;13104,14;1,3193;1,6255;0,16047;0,01153;0,03273;0,018236;0,4876;0,00068
28.09.2012;2;86,47;1,738226166;0,907802728;37,8785;180;92,19;3,32;13437,13;1,286;1,6167;0,15909;0,01283;0,03207;0,018911;0,4932;0,00008
29.06.2012;2;87,89;1,664135809;0,892113142;33,3779;356;84,96;2,824;12880,09;1,2667;1,5707;0,15735;0,01253;0,03089;0,018055;0,4971;0,00033
30.03.2012;2;100,44;1,37856689;0,769467008;26,495;797;103,02;2,126;13212,04;1,3343;1,6008;0,15887;0,012068;0,03412;0,019627;0,5474;0,00074
30.12.2011;2;90,58;1,496003143;0,833290794;24,8888;1189;98,83;2,989;12217,56;1,2961;1,5543;0,15872;0,013001;0,03108;0,018822;0,5363;0,00043
30.09.2011;2;80,24;1,540905045;0,905519428;25,8108;1002;79,2;3,666;10913,38;1,3387;1,5584;0,15666;0,012983;0,031;0,020427;0,5318;0,00094
30.06.2011;2;123,39;0,982423434;0,563052842;29,4446;1259;95,42;4,374;12414,34;1,4502;1,6053;0,15471;0,012413;0,03587;0,022411;0,6397;0,00084
31.03.2011;2;130,92;0,89389025;0,502033757;32,3835;1134;106,72;4,389;12319,73;1,4158;1,6028;0,15272;0,012029;0,03523;0,022428;0,6126;0,00069
31.12.2010;2;119,23;0,952457878;0,534670482;33,3962;689;91,38;4,405;11577,51;1,3384;1,5612;0,1515;0,012323;0,03277;0,022365;0,6024;0,00013
30.09.2010;2;97,76;1,036551193;0,615990492;29,6917;778;79,97;3,872;10788,05;1,3634;1,5716;0,14948;0,011973;0,0327;0,022254;0,5928;0,00023
30.06.2010;2;84,19;1,070082418;0,621525599;28,3571;860,223;75,63;4,616;9774,02;1,2238;1,4945;0,14746;0,011308;0,03199;0,021527;0,554;0,00015
31.03.2010;2;101,5;0,854164608;0,489751933;30,2198;704,981;83,76;3,869;10856,63;1,351;1,5184;0,14649;0,0107;0,03397;0,022306;0,5625;0,00094
31.12.2009;2;103,17;0,8120305;0,454581648;32,1176;585,806;79,36;5,572;10428,05;1,4321;1,617;0,14647;0,010753;0,03329;0,021493;0,5738;0,00125
30.09.2009;2;91,83;0,881914794;0,497404552;32,8857;442,016;70,61;4,841;9712,28;1,464;1,5982;0,1465;0,01115;0,03331;0,020789;0,5659;0,00158
30.06.2009;2;72,15;1,089900998;0,617511616;33,2069;444,72;69,89;3,835;8447;1,4033;1,6458;0,1464;0,010377;0,0321;0,020875;0,5121;0,00175
31.03.2009;2;64,09;1,223942773;0,686207679;33,323;-1756,94;49,66;3,776;7608,92;1,325;1,4323;0,14634;0,010104;0,02945;0,019712;0,4303;0,00155
31.12.2008;2;74,53;1,169989333;0,661779844;29,812;-2945,613;44,6;5,622;8776,39;1,3971;1,4593;0,14655;0,011021;0,03401;0,02054;0,4321;0,00053
30.09.2008;2;104,28;0,945357838;0,537633883;21,6267;1190,825;100,64;7,438;10850,66;1,4092;1,7805;0,14601;0,009424;0,03899;0,021288;0,525;0,00113
30.06.2008;2;139;0,685696642;0,355236047;24,4993;1445,229;140;13,353;11350,01;1,5755;1,9923;0,1459;0,009415;0,04265;0,023202;0,6234;0,00188
31.03.2008;2;120,82;0,73977563;0,398965904;25,7432;1021,513;101,58;10,101;12262,89;1,5788;1,9837;0,14261;0,010031;0,04256;0,02493;0,5682;0,00206
31.12.2007;2;107,54;0,799783901;0,429516673;27,4853;1072,523;95,98;7,483;13264,82;1,4589;1,985;0,13691;0,008948;0,04059;0,025374;0,5634;0,00081
28.09.2007;2;90,06;0,922982415;0,48977509;33,1271;613,348;81,66;6,87;13895,63;1,4267;2,0473;0,13322;0,00871;0,04024;0,025148;0,5456;0,0091
29.06.2007;2;81,59;0,994221664;0,520708429;35,3551;633,538;70,68;6,773;13408,62;1,3541;2,0087;0,1313;0,008119;0,03883;0,024564;0,5184;0,01736
30.03.2007;2;70,7;1,112790446;0,574374584;37,2813;492,949;65,87;7,73;12354,35;1,3354;1,9678;0,12942;0,008487;0,03848;0,022978;0,4857;0,01321
29.12.2006;2;66,51;1,10505035;0,599665657;28,9736;520,841;61,05;6,299;12463,15;1,3197;1,9588;0,128;0,008399;0,03798;0,022595;0,4676;0,03242
29.09.2006;2;63,2;1,12522235;0,606901708;28,8753;647,064;62,91;5,62;11679,07;1,2674;1,8721;0,12652;0,008462;0,03732;0,021772;0,4598;0,03801
30.06.2006;2;68,25;0,975109933;0,526459736;29,3857;723,625;73,93;6,104;11150,22;1,2791;1,8483;0,1251;0,008739;0,03725;0,021713;0,462;0,04807
31.03.2006;2;65,51;0,924151729;0,520158841;20,8475;660,921;66,63;7,21;11109,32;1,2118;1,7372;0,12473;0,008491;0,03611;0,022411;0,4618;0,05033
30.12.2005;2;68,52;0,851983886;0,466014964;20,7967;788,222;61,04;11,225;10717,5;1,1849;1,723;0,1239;0,008494;0,03476;0,022204;0,4277;0,05011
30.09.2005;2;75,22;0,72077041;0,392130037;22,5686;686,995;66,24;13,921;10568,7;1,2026;1,7643;0,12356;0,008812;0,03503;0,02272;0,4484;0,04877
30.06.2005;2;64,6;0,794622646;0,432914561;26,9543;588,03;56,5;6,981;10274,97;1,2108;1,7915;0,12077;0,009015;0,03493;0,022973;0,4287;0,04981
31.03.2005;2;61,23;0,809011038;0,429159178;29,3569;560,483;55,4;7,653;10503,76;1,2964;1,8905;0,12082;0,009333;0,03587;0,022855;0,372;0,04607
31.12.2004;2;50,57;0,936166898;0,495450235;31,5487;508,428;43,45;6,149;10783,01;1,3554;1,9182;0,12082;0,009744;0,03606;0,022999;0,3769;0,04079
30.09.2004;2;50,11;0,893838085;0,468940671;35,6513;430,475;49,64;6,795;10080,27;1,2436;1,812;0,12082;0,009087;0,03422;0,021751;0,3496;0,03543
30.06.2004;2;43,55;0,933267502;0,512361673;30,1349;383,526;37,05;6,155;10435,48;1,22;1,8204;0,12082;0,009194;0,0344;0,02175;0,3243;0,03121
31.03.2004;2;43,17;0,910654291;0,489485077;31,8944;346,325;35,76;5,933;10357,7;1,2316;1,8462;0,12081;0,009591;0,0351;0,023;0,3454;0,02772
31.12.2003;2;40,55;0,943592175;0,496475074;35,6197;261,614;32,52;6,189;10453,92;1,2595;1,7858;0,12082;0,009327;0,0342;0,0219;0,346;0,02217
30.09.2003;2;34,67;1,090107577;0,560822878;39,9251;276,961;29,2;4,83;9275,06;1,1657;1,6618;0,12081;0,008968;0,0326;0,02185;0,3448;0,01705
30.06.2003;2;32,53;1,130098782;0,617396056;36,1515;244,381;30,19;5,411;8985,44;1,1512;1,6546;0,1208;0,008348;0,0329;0,0211;0,352;0,01266
31.03.2003;2;30,87;1,089700804;0,625438075;31,1427;338,929;31,04;5,06;7992,13;1,0915;1,5827;0,12081;0,008466;0,0319;0,02105;0,2982;0,00943
31.12.2002;2;27,1381;1,097440573;0,621920589;40,2696;180,819;31,2;4,789;8341,63;1,0492;1,61;0,12081;0,008416;0,0313;0,0209;0,2825;0,00922
30.09.2002;2;28,3095;1,080605482;0,607276976;41,6191;146,528;30,45;4,138;7591,93;0,9866;1,5684;0,12081;0,008215;0,03156;0,02067;0,2674;0,00943
28.06.2002;2;27,3714;1,108928099;0,62158531;42,9222;146,31;26,86;3,245;9243,26;0,9915;1,5335;0,12081;0,008363;0,03177;0,02045;0,3549;0,00851
28.03.2002;2;27,0857;1,146920572;0,630586029;46,2188;80,672;26,31;3,283;10403,94;0,8717;1,4259;0,12081;0,007534;0,03204;0,02049;0,4301;0,01113
31.12.2001;2;23,7524;1,306338861;0,71053969;46,1881;78,62;19,84;2,57;10021,5;0,8895;1,4546;0,12082;0,007595;0,03278;0,02072;0,4328;0,01195
28.09.2001;2;18,6147;1,691875926;0,90294495;47,7697;156,833;23,43;2,244;8847,56;0,9114;1,4744;0,12081;0,008364;0,03394;0,02089;0,3743;0,01552
29.06.2001;2;21,9697;1,41349008;0,684301015;60,7769;205,745;26,25;3,096;10502,4;0,849;1,4153;0,12082;0,008021;0,0343;0,02126;0,4309;0,01685
30.03.2001;2;24,9394;1,225835995;0,558191552;68,1571;282,201;26,29;5,025;9878,78;0,8767;1,4161;0,1208;0,007916;0,03477;0,02145;0,4651;0,01777
29.12.2000;2;30,3301;0,863749372;0,433452234;59,0804;257,119;26,8;9,775;10786,85;0,9427;1,493;0,12081;0,008741;0,03551;0,02141;0,5128;0,01725
29.09.2000;2;25,5952;0,924458027;0,479069208;56,1378;206,178;30,84;5,186;10650,92;0,8828;1,4754;0,12077;0,009247;0,03599;0,02173;0,5423;0,02371
30.06.2000;2;25,46;0,925861896;0,431489732;76,8092;145,337;32,5;4,476;10447,9;0,9525;1,5141;0,12079;0,009436;0,03562;0,02238;0,5556;0,03656
31.03.2000;2;21,5368;1,010559852;0,486836377;71,0162;116,304;26,9;2,945;10921,93;0,9555;1,5911;0,12079;0,009728;0,03489;0,02293;0,576;0,04286
31.12.1999;2;15,9903;1,306786246;0,633956062;70,6447;97,477;25,6;2,329;11497,12;1,0062;1,6182;0,12078;0,009755;0,03629;0,02296;0,5559;0,05895
30.09.1999;2;18,6959;1,000116989;0,520785679;56,3798;72,778;24,51;2,744;10336,96;1,0684;1,6473;0,1208;0,009405;0,03962;0,02292;0,5161;0,06209
30.06.1999;2;16,8831;1,102229941;0,564629701;62,1193;32,768;19,29;2,394;10970,81;1,0351;1,5778;0,12079;0,008258;0,04122;0,02305;0,549;0,05854
31.03.1999;2;11,2825;1,604863102;0,704301016;86,1605;-2,168;16,76;2,013;9786,16;1,0762;1,6112;0,12077;0,008413;0,0402;0,02356;0,5822;0,05871
31.12.1998;2;10,9578;1,614715536;0,728078728;75,4098;-159,18;12,05;1,945;9181,43;1,1736;1,66;0,12078;0,008779;0,04849;0,02353;0,8276;0,05328
30.09.1998;2;11,6071;1,581122072;0,748790102;66,7884;3,201;16,14;2,433;7842,62;1,1706;1,6989;0,1208;0,007328;0,06285;0,02355;0,8435;0,04851
30.06.1998;2;13,6364;1,345114025;0,611281767;76,1579;9,236;14,18;2,469;8952,01;1,0851;1,6679;0,12077;0,007206;0,16134;0,02357;0,8647;0,04779
31.03.1998;2;15,9091;1,143052204;0,524405774;73,9475;17,356;15,61;2,522;8799,8;1,0589;1,6725;0,12078;0,007515;0,16377;0,02532;0,8795;0,04475
31.12.1997;2;15,1786;1,265054089;0,528556782;87,821;45,488;17,64;2,264;7908,24;1,0909;1,6452;0,12078;0,007658;0,16784;0,02551;0,8961;0,04452
30.09.1997;2;18,5606;0,960974832;0,416752917;81,2837;30,785;21,18;3,082;7945,25;1,1106;1,6156;0,1207;0,008298;0,17061;0,02766;0,9124;0,04361
30.06.1997;2;14,0693;1,226347979;0,541209235;85,3933;25,746;19,8;2,139;7672,79;1,1255;1,6656;0,12061;0,008728;0,17295;0,02793;0,9289;0,05078
31.03.1997;2;14,5022;1,155535122;0,518395502;79,671;52,877;20,41;1,926;6583,47;1,1654;1,6374;0,12054;0,008078;0,17464;0,02787;0,9439;0,0512
31.12.1996;2;15,2056;1,083278913;0,479245435;81,5076;51,198;25,92;2,757;6448,26;1,2716;1,714;0,1205;0,008643;0,18018;0,02789;0,9629;0,05347
30.09.1996;2;12,8247;1,238316489;0,553887304;84,2668;30,137;24,38;2,214;5882,16;1,2804;1,5653;0,12045;0,008977;0,18532;0,02795;0,9794;0,051
28.06.1996;2;14,2316;1,077178843;0,49065976;80,7883;24,437;20,92;2,911;5654,62;1,2809;1,5527;0,12016;0,009114;0,19588;0,02849;0,9961;0,05167
31.12.2015;3;18,36;2,702285048;0,438389826;254,6663;-509;37,04;2,337;17425,03;1,0862;1,4736;0,154;0,008316;0,0137;0,015102;0,2525;0,05322
30.09.2015;3;18,04;2,805745804;0,522808177;213,1345;-391;45,09;2,524;16284,7;1,1177;1,5128;0,15732;0,008342;0,01529;0,015253;0,2533;0,05171
30.06.2015;3;19,03;2,760433267;0,555701768;188,2418;77;59,47;2,832;17619,51;1,1147;1,5712;0,16108;0,008163;0,01807;0,015722;0,3222;0,05032
31.03.2015;3;20,41;2,581852409;0,520926022;187,4071;131;47,6;2,64;17776,12;1,0731;1,4818;0,16129;0,008324;0,01718;0,016048;0,3128;0,05157
31.12.2014;3;23,43;2,302752385;0,451418873;194,7449;176;53,27;2,889;17823,07;1,2098;1,5577;0,16113;0,008355;0,01723;0,015813;0,3773;0,00295
30.09.2014;3;24,47;2,096394597;0,425307195;192,2423;143;91,16;4,121;17042,9;1,2631;1,6213;0,1629;0,00912;0,02526;0,016151;0,409;0,00201
30.06.2014;3;25,54;1,996905252;0,403116138;192,2486;107;105,37;4,461;16826,6;1,3692;1,7106;0,16117;0,009869;0,02942;0,016655;0,4518;0,00165
31.03.2014;3;23,69;2,186874174;0,433563717;193,9964;185;101,58;4,371;16457,66;1,3769;1,6662;0,16084;0,009687;0,02852;0,0167;0,4403;-0,00015
31.12.2013;3;23,18;2,199267514;0,435328261;193,0469;113;98,42;4,23;16576,66;1,3743;1,6557;0,16513;0,009497;0,03039;0,016165;0,4231;0,00008
30.09.2013;3;23,97;2,099857893;0,414715851;196,6909;151;102,33;3,56;15129,67;1,3527;1,6186;0,16339;0,01018;0,0309;0,015988;0,4505;0,00023
28.06.2013;3;23,49;2,151174295;0,416269807;205,2971;-100;96,56;3,565;14909,6;1,301;1,5213;0,16293;0,010086;0,03046;0,016755;0,4482;0,00041
28.03.2013;3;23,96;2,178737424;0,425715748;210,7069;147;97,23;4,024;14578,54;1,2819;1,5198;0,16101;0,010614;0,03218;0,018357;0,4945;0,00018
31.12.2012;3;19,25;2,775943682;0,522029372;227,7377;134;91,82;3,351;13104,14;1,3193;1,6255;0,16047;0,01153;0,03273;0,018236;0,4876;0,00023
28.09.2012;3;21,3;2,468776735;0,467570519;231,8534;10;92,19;3,32;13437,13;1,286;1,6167;0,15909;0,01283;0,03207;0,018911;0,4932;0,00033
29.06.2012;3;20,67;2,544128575;0,490374415;230,8633;126;84,96;2,824;12880,09;1,2667;1,5707;0,15735;0,01253;0,03089;0,018055;0,4971;0,00068
30.03.2012;3;19,72;2,652543251;0,508648399;233,8544;147;103,02;2,126;13212,04;1,3343;1,6008;0,15887;0,012068;0,03412;0,019627;0,5474;0,00008
30.12.2011;3;20,09;2,535888969;0,493319966;217,5983;117;98,83;2,989;12217,56;1,2961;1,5543;0,15872;0,013001;0,03108;0,018822;0,5363;0,00033
30.09.2011;3;19,62;2,507139772;0,503438357;215,4504;973;79,2;3,666;10913,38;1,3387;1,5584;0,15666;0,012983;0,031;0,020427;0,5318;0,00074
30.06.2011;3;19,35;2,388017142;0,402068445;274,2831;119;95,42;4,374;12414,34;1,4502;1,6053;0,15471;0,012413;0,03587;0,022411;0,6397;0,00043
31.03.2011;3;17,56;2,62315726;0,437237502;280,2511;148;106,72;4,389;12319,73;1,4158;1,6028;0,15272;0,012029;0,03523;0,022428;0,6126;0,00094
31.12.2010;3;15,72;3,010178117;0,478670858;296,4978;124;91,38;4,405;11577,51;1,3384;1,5612;0,1515;0,012323;0,03277;0,022365;0,6024;0,00084
30.09.2010;3;15,72;2,916515214;0,470425079;297,7948;123;79,97;3,872;10788,05;1,3634;1,5716;0,14948;0,011973;0,0327;0,022254;0,5928;0,00069
30.06.2010;3;13,16;3,519437559;0,551867136;313,917;80,998;75,63;4,616;9774,02;1,2238;1,4945;0,14746;0,011308;0,03199;0,021527;0,554;0,00013
31.03.2010;3;14,36;3,418594806;0,47857854;353,7837;114;83,76;3,869;10856,63;1,351;1,5184;0,14649;0,0107;0,03397;0,022306;0,5625;0,00023
31.12.2009;3;14,51;3,485205547;0,465152351;381,8492;105;79,36;5,572;10428,05;1,4321;1,617;0,14647;0,010753;0,03329;0,021493;0,5738;0,00015
30.09.2009;3;12,43;3,844536293;0,533408027;364,2581;114;70,61;4,841;9712,28;1,464;1,5982;0,1465;0,01115;0,03331;0,020789;0,5659;0,00094
30.06.2009;3;11,08;4,635819786;0,55405935;449,2624;86;69,89;3,835;8447;1,4033;1,6458;0,1464;0,010377;0,0321;0,020875;0,5121;0,00125
31.03.2009;3;10,43;5,164278698;0,568043202;504,3016;67;49,66;3,776;7608,92;1,325;1,4323;0,14634;0,010104;0,02945;0,019712;0,4303;0,00158
31.12.2008;3;12,62;4,506105549;0,463068989;527,547;87;44,6;5,622;8776,39;1,3971;1,4593;0,14655;0,011021;0,03401;0,02054;0,4321;0,00175
30.09.2008;3;14,57;3,808657544;0,412044235;499,1744;136;100,64;7,438;10850,66;1,4092;1,7805;0,14601;0,009424;0,03899;0,021288;0,525;0,00155
30.06.2008;3;16,05;3,29521066;0,358214702;501,9338;101;140;13,353;11350,01;1,5755;1,9923;0,1459;0,009415;0,04265;0,023202;0,6234;0,00053
31.03.2008;3;14,27;3,743321421;0,401336999;513,617;122;101,58;10,101;12262,89;1,5788;1,9837;0,14261;0,010031;0,04256;0,02493;0,5682;0,00113
31.12.2007;3;17,13;3,230079939;0,327128731;547,5691;108;95,98;7,483;13264,82;1,4589;1,985;0,13691;0,008948;0,04059;0,025374;0,5634;0,00188
28.09.2007;3;16,03;3,36036606;0,337143587;558,4677;91;81,66;6,87;13895,63;1,4267;2,0473;0,13322;0,00871;0,04024;0,025148;0,5456;0,00206
29.06.2007;3;17,4;3,091335867;0,301707223;565,9549;70;70,68;6,773;13408,62;1,3541;2,0087;0,1313;0,008119;0,03883;0,024564;0,5184;0,00081
30.03.2007;3;17,94;2,992115742;0,286412567;564,663;130;65,87;7,73;12354,35;1,3354;1,9678;0,12942;0,008487;0,03848;0,022978;0,4857;0,0091
29.12.2006;3;16,58;3,386975329;0,298879012;590,4242;67;61,05;6,299;12463,15;1,3197;1,9588;0,128;0,008399;0,03798;0,022595;0,4676;0,01736
29.09.2006;3;14,32;3,794964759;0,350362916;583,5992;83;62,91;5,62;11679,07;1,2674;1,8721;0,12652;0,008462;0,03732;0,021772;0,4598;0,01321
30.06.2006;3;12,5;4,289445046;0,38609883;611,7021;194;73,93;6,104;11150,22;1,2791;1,8483;0,1251;0,008739;0,03725;0,021713;0,462;0,03242
31.03.2006;3;11,93;4,419635923;0,362110765;659,9257;88;66,63;7,21;11109,32;1,2118;1,7372;0,12473;0,008491;0,03611;0,022411;0,4618;0,03801
30.12.2005;3;12,85;4,296723986;0,325342036;687,2685;81;61,04;11,225;10717,5;1,1849;1,723;0,1239;0,008494;0,03476;0,022204;0,4277;0,04807
30.09.2005;3;14,87;3,581205827;0,264165982;727,3399;50;66,24;13,921;10568,7;1,2026;1,7643;0,12356;0,008812;0,03503;0,02272;0,4484;0,05033
30.06.2005;3;13,21;3,887743707;0,288911707;749,3664;54;56,5;6,981;10274,97;1,2108;1,7915;0,12077;0,009015;0,03493;0,022973;0,4287;0,05011
31.03.2005;3;12,03;4,722518792;0,305363969;834,9069;67;55,4;7,653;10503,76;1,2964;1,8905;0,12082;0,009333;0,03587;0,022855;0,372;0,04877
31.12.2004;3;11,3;5,199402368;0,317779566;816,3653;100;43,45;6,149;10783,01;1,3554;1,9182;0,12082;0,009744;0,03606;0,022999;0,3769;0,04981
30.09.2004;3;10,36;6,137231209;0,268080727;1284,9096;-1136;49,64;6,795;10080,27;1,2436;1,812;0,12082;0,009087;0,03422;0,021751;0,3496;0,04607
30.06.2004;3;11,5;5,982853785;0,584256688;523,2696;57,652;37,05;6,155;10435,48;1,22;1,8204;0,12082;0,009194;0,0344;0,02175;0,3243;0,04079
31.03.2004;3;11,43;6,020938457;0,576539178;553,69;73,587;35,76;5,933;10357,7;1,2316;1,8462;0,12081;0,009591;0,0351;0,023;0,3454;0,03543
31.12.2003;3;9,69;7,230781863;0,65337544;567,3314;70,287;32,52;6,189;10453,92;1,2595;1,7858;0,12082;0,009327;0,0342;0,0219;0,346;0,03121
30.09.2003;3;9,17;7,161974111;0,642275558;617,892;181,725;29,2;4,83;9275,06;1,1657;1,6618;0,12081;0,008968;0,0326;0,02185;0,3448;0,02772
30.06.2003;3;8,15;8,010770159;0,65262958;684,2764;63,323;30,19;5,411;8985,44;1,1512;1,6546;0,1208;0,008348;0,0329;0,0211;0,352;0,02217
31.03.2003;3;7,05;9,515726476;0,742391613;717,7101;168,432;31,04;5,06;7992,13;1,0915;1,5827;0,12081;0,008466;0,0319;0,02105;0,2982;0,01705
31.12.2002;3;8,0104;7,890248509;0,548568113;777,4897;-62,99;31,2;4,789;8341,63;1,0492;1,61;0,12081;0,008416;0,0313;0,0209;0,2825;0,01266
30.09.2002;3;8,1328;6,335305096;0,636131952;554,2284;-4124,493;30,45;4,138;7591,93;0,9866;1,5684;0,12081;0,008215;0,03156;0,02067;0,2674;0,00943
28.06.2002;3;13,7308;7,584974222;1,664232356;212,5805;235,645;26,86;3,245;9243,26;0,9915;1,5335;0,12081;0,008363;0,03177;0,02045;0,3549;0,00922
28.03.2002;3;20,9536;4,822308059;1,074315343;206,2064;31,605;26,31;3,283;10403,94;0,8717;1,4259;0,12081;0,007534;0,03204;0,02049;0,4301;0,00943
31.12.2001;3;21,5467;3,891718684;0,926512037;131,8646;60,478;19,84;2,57;10021,5;0,8895;1,4546;0,12082;0,007595;0,03278;0,02072;0,4328;0,00851
28.09.2001;3;21,3843;4,117859799;1,129128819;104,0222;368,972;23,43;2,244;8847,56;0,9114;1,4744;0,12081;0,008364;0,03394;0,02089;0,3743;0,01113
29.06.2001;3;26,1697;3,555640893;0,926627968;117,9599;330,213;26,25;3,096;10502,4;0,849;1,4153;0,12082;0,008021;0,0343;0,02126;0,4309;0,01195
30.03.2001;3;36,7643;2,483079016;0,485651683;187,7153;276,494;26,29;5,025;9878,78;0,8767;1,4161;0,1208;0,007916;0,03477;0,02145;0,4651;0,01552
29.12.2000;3;35,1902;2,554866211;0,499437778;187,5785;-285,371;26,8;9,775;10786,85;0,9427;1,493;0,12081;0,008741;0,03551;0,02141;0,5128;0,01685
29.09.2000;3;37,7799;2,153467491;0,486639449;188,5872;402,817;30,84;5,186;10650,92;0,8828;1,4754;0,12077;0,009247;0,03599;0,02173;0,5423;0,01777
30.06.2000;3;24,0187;3,590250482;0,731848384;256,7207;236,743;32,5;4,476;10447,9;0,9525;1,5141;0,12079;0,009436;0,03562;0,02238;0,5556;0,01725
31.03.2000;3;19,1439;4,193339743;0,904959468;242,9515;147,045;26,9;2,945;10921,93;0,9555;1,5911;0,12079;0,009728;0,03489;0,02293;0,576;0,02371
31.12.1999;3;18,5853;3,934075416;0,893925111;201,2638;-34,7;25,6;2,329;11497,12;1,0062;1,6182;0,12078;0,009755;0,03629;0,02296;0,5559;0,03656
